uuid,Void/Retire,Fully specified name:en,Short name:en,Description:en,Data class,Data type,Answers,Members,Mappings|SAME-AS|PIH|Number,Mappings|SAME-AS|CIEL,Mappings|NARROWER-THAN|CIEL,Mappings|BROADER-THAN|CIEL,Mappings|SAME-AS|AMPATH,Mappings|NARROWER-THAN|AMPATH,Mappings|SAME-AS|ICD-10-WHO,Mappings|NARROWER-THAN|ICD-10-WHO,Mappings|BROADER-THAN|ICD-10-WHO,Mappings|SAME-AS|ICD-11-WHO,Mappings|NARROWER-THAN|ICD-11-WHO,Mappings|SAME-AS|LOINC,Mappings|NARROWER-THAN|LOINC,Mappings|BROADER-THAN|LOINC,Mappings|SAME-AS|org.openmrs.module.emrapi,Mappings|SAME-AS|RxNORM,Mappings|SAME-AS|SNOMED CT,Absolute high,Critical high,Normal high,Absolute low,Critical low,Normal low,Units,Display precision,Allow decimals,Complex data handler
161649AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Micronutrient support,,Provision of micronutrients to patient or patient family for patient,Procedure,N/A,,,,161649,,,,,,,,,,,,,,,,,,,,,,,,,
160947AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Abdominal examination (text),O/E abdomen,,Finding,Text,,,,160947,,,,,,,,,,,,,,,,,,,,,,,,,
160689AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Chest examination (text),,,Finding,Text,,,,160689,,,,,,,,,,,,,,,,,,,,,,,,,
163048AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Musculoskeletal examination (text),,,Question,Text,,,,163048,,,,,,,,,,,,,,,,,,,,,,,,,
163046AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Cardiac examination (text),,,Finding,Text,,,,163046,,,,,,,,,,,,,,,,,,,,,,,,,
163042AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,General examination (text),,,Finding,Text,,,,163042,,,,,,,,,,,,,,,,,,,,,,,,,
161650AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Therapeutic feeding,,,Procedure,N/A,,,,161650,,,,,,,,,,,,,,,75118006,,,,,,,,,,
115115AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Obesity,,"Increase in body weight beyond skeletal and physical standards as the result of an excessive accumulation of fat in the body. More than two times the ideal weight is considered OBESITY, MORBID.",Diagnosis,N/A,,,,115115,,,,,E66.9,,,,,,,,,,414916001,,,,,,,,,,
164813AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Male condom,,,Medical supply,N/A,,,,164813,,,,,,,,,,,,,,,442450006,,,,,,,,,,
159524AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Sexual abstinence,,"Method of family planning, practice of voluntarily refraining from sexual activities.",Misc,N/A,,,1274;1720,159524,,,,6219,,,,,,,,,,,162171002,,,,,,,,,,
136452AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,IUD Contraception,,"Contraceptive devices placed high in the uterine fundus with a string extending from the device through the cervical as into the vagina. (UMDNS, 1999)",Diagnosis,N/A,,,,136452,,,,,,,,,,,,,,,312081001,,,,,,,,,,
136163AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Lactational amenorrhea,,,Diagnosis,N/A,,,,136163,,,,,,,,,,,,,,,237122005,,,,,,,,,,
164814AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Female condom,,,Medical supply,N/A,,,,164814,,,,,,,,,,,,,,,442288006,,,,,,,,,,
162332AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Contraception method undecided,,,Finding,N/A,,,,162332,,,,,,,,,,,,,,,408822009,,,,,,,,,,
160574AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Ulipristal acetate,,,Drug,N/A,,,,160574,,,,,,,,,,,,,,1005920,,,,,,,,,,,
160572AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Patient thinks she can't get pregnant,,,Finding,N/A,,,,160572,,,,,,,,,,,,,,,,,,,,,,,,,
159837AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Hysterectomy,,A surgical procedure in which uterus is removed.,Procedure,N/A,,,,159837,,,,,,,,,,,,,,,236886002,,,,,,,,,,
159589AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Implantable contraceptive (unspecified type),Implantable contraceptive,A form of contraception delivered through an implantable device under the skin.,Drug,N/A,,,,159589,,,,,,,,,,,,,,,169552007,,,,,,,,,,
78796AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Levonorgestrel,,,Drug,N/A,,,1718,78796,,,,,,,,,,,,,,6373,109032009,,,,,,,,,,
5278AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Diaphragm,,"A molded cap, usually of thin rubber fitted over the uterine cervix to act as a mechanical contraceptive barrier.",Misc,N/A,,,,5278,,,5278,,,,,,,,,,,,368441006,,,,,,,,,,
1472AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Tubal ligation procedure,,"The surgical procedure in fallopian tube to prevent pregnancy, a method of female sterilization.",Procedure,N/A,,,1719,1472,,,,,,,,,,,,,,,77543007,,,,,,,,,,
5277AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Natural family planning,,A method of birth control that involves abstention from sexual intercourse during the period of ovulation which is determined through observation and measurement of bodily signs (as cervical mucus and body temperature).,Misc,N/A,,,,5277,,,5277,,,,,,,,,,,,225371000,,,,,,,,,,
1489AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Vasectomy,,A method of male sterilization.,Procedure,N/A,,,1721,1489,,,,,,,,,,,,,,,22523008,,,,,,,,,,
1359AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Norplant (implantable contraceptive),Norplant,"The NORPLANT SYSTEM kit contains levonorgestrel implants, a set of six flexible closed capsules made of silicone rubber tubing (SilasticÃÂÃÂÃÂÃÂ® , dimethylsiloxane/methylvinylsiloxane copolymer), each containing 36 mg of the progestin levonorgestrel contained in an insertion kit to facilitate implantation. The capsules are sealed with Silastic (polydimethylsiloxane) adhesive and sterilized. Each capsule is 2.4 mm in diameter and 34 mm in length. The capsules are inserted in a superficial plane beneath the skin of the upper arm.",Drug,Boolean,,,1718,1359,,,,,,,,,,,,,,,169552007,,,,,,,,,,
1175AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Not applicable,,Generic response to a question.  The question doesn't directly apply to the person.,Misc,N/A,,,,1175,,,1175,,,,,,,,,,,,385432009,,,,,,,,,,
907AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Medroxyprogesterone acetate,,"A synthetic steroid progestational hormone C24H34O4 that is used especially in the treatment of amenorrhea and abnormal uterine bleeding, in conjunction with conjugated estrogens to relieve the symptoms of menopause and to prevent osteoporosis, and as an injectable contraceptive.",Drug,N/A,,,5279,907,,,191;907,,,,,,,,,,,,126112002,,,,,,,,,,
162502AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Expiration date,Expiry date,Date of expiration of a drug or supply.,Finding,Date,,,,162502,,,,,,,,,,,,,,,,,,,,,,,,,
1420AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Vaccine lot number,vaccine lot no,,Finding,Text,,,,1420,,,,,,,,,,,,,,,,,,,,,,,,,
634628d2-0566-4a9d-a749-239ae267b399,,Baseline CD4,,A baseline CD4 is the first CD4 count done to assess a client HIV status.,Question,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
759e89a6-3260-4aee-9922-86a6301bcff3,,Reason for CD4 Request,,A baseline CD4 is the first CD4 count request to assess a HIV positive client's immune status,Question,Coded,Baseline CD4;Regimen failure,,,,,,,,,,,,,,,,,,,,,,,,,,,,
be5d6a4a-4018-49dd-869f-273c9f5fec9e,,Routine Viral Load,,"For HIV-positive individuals on antiretroviral therapy (ART), the World Health Organization (WHO) recommends routine viral load (VL) monitoring.",Question,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5d4e13af-92ec-4b91-a8e4-97818810e577,,Baseline Viral Load,,Reason for ordering a Viral load is for a baseline assessment,Procedure,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aa0703b3-cf6e-4eb2-840f-f7e166dc1971,,Lab tests ordered,,A list of tests ordered,Question,Coded,CD4 count;HIV viral load,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164509AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,TDF-ddl-LPV /R,,ARV regimen,Misc,N/A,,,,164509,,,,,,,,,,,,,,,,,,,,,,,,,
164431AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Date of ARV substitution,,,Question,Date,,,,164431,,,,,,,,,,,,,,,,,,,,,,,,,
160569AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Virologic failure,,,Misc,Boolean,,,1765,160569,,,,,,,,,,,,,,,,,,,,,,,,,
160567AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,New diagnosis of Tuberculosis,,,Misc,N/A,,,1763,160567,,,,,,,,,,,,,,,,,,,,,,,,,
164516AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Date of switching to 2nd line ARV regimen,,,Question,Date,,,,164516,,,,,,,,,,,,,,,,,,,,,,,,,
164510AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,TDF-ddl-NFV,,,Misc,N/A,,,,164510,,,,,,,,,,,,,,,,,,,,,,,,,
160566AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Immunologic failure,,,Misc,Boolean,,,1764,160566,,,,,,,,,,,,,,,,,,,,,,,,,
160568AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Reason antiretrovirals changed to second line therapy,,,Question,Coded,Immunologic failure;Regimen failure;Virologic failure,,1780,160568,,,,,,,,,,,,,,,170564007,,,,,,,,,,
fc33cb72-4d15-4637-a731-7fa3189ce388,,2nd dose of COVID-19 vaccine,,This is a description of the COVID-19 vaccines administered as a second dose,Question,Coded,Intramuscular administration of second dose of CureVac CVnCoV;Intramuscular administration of second dose of Gamaleya Sputnik V;Intramuscular administration of second dose of Moderna;Intramuscular administration of second dose of Novavax;Intramuscular administration of second dose of Oxford University-AstraZeneca;Intramuscular administration of second dose of Pfizer-BioNTech;Intramuscular administration of second dose of Sinopharm BBIBP-CorV;Other vaccine manufacturer (2nd dose),,,,,,,,,,,,,,,,,,,,,,,,,,,,
162585AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Date vaccination schedule completed,,The date a child was fully vaccinated. Assumes child is not only up to date with immunizations but no further immunization is required.,Question,Date,,,,162585,,,,,,,,,,,,,,,,,,,,,,,,,
163293AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Unwell appearing,,,Finding,N/A,,,,163293,,,,,,,,,,,,,,,302772006,,,,,,,,,,
159890AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Signs of physical abuse,,Findings on physical exam which are consistent with physical abuse.,Finding,N/A,,,,159890,,,,,,,,,,,,,,,,,,,,,,,,,
159438AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Well appearing,,Well appearance during general physical exam.,Misc,Boolean,,,3227,159438,,,,,,,,,,,,,,,102499006,,,,,,,,,,
159439AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Distress,,"Patient is in distress, as general exam finding.",Misc,Boolean,,,6735,159439,,,,,,,,,,,,,,,69328002,,,,,,,,,,
114413AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Overweight,,"Increase in body weight beyond skeletal and physical standards as the result of an excessive accumulation of fat in the body. More than two times the ideal weight is considered OBESITY, MORBID.",Diagnosis,N/A,,,3230,114413,,,,,,,,,,,,,,,238131007,,,,,,,,,,
5243AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Gluteal wasting,,Atrophy of the gluteal muscles.,Finding,N/A,,,,5243,,,5243,,,,,,,,,,,,,,,,,,,,,,
5201AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Temporal wasting,,Abnormal reduction in the size of temporal muscles often associated with HIV,Finding,N/A,,,,5201,,,5201,,,,,,,,,,,,,,,,,,,,,,
ce649506-e95e-4a5d-b731-43c8ac452b86,,Not Vaccinated,,The client has not been vaccinated for COVID-19,Symptom/Finding,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b9f8cac0-bbad-43e1-831a-79ec20740c2f,,COVID-19 Fully Vaccinated,,Client has been partially or fully vaccinated for COVID-19,Symptom/Finding,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3d77d076-30a8-4d3d-8d74-fc733f44d94f,,Ever had COVID-19,,The client has ever been confirmed as having COVID-19,Symptom/Finding,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6f66b62b-4a7c-449b-9555-2fabff5e47ff,,Active COVID-19,,The client is considered an active COVID-19 case,Symptom/Finding,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
657be4ac-0c90-4acd-b7b9-e79893af6ede,,COVID Status,,Does the client have/ever had COVID-19,Question,Coded,Active COVID-19;Ever had COVID-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166474AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,CureVac CVnCoV,,,Drug,N/A,,,,166474,,,,,,,,XM0GQ8,,,,,,,,,,,,,,,,,
166390AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Novavax NVX-COV2373,,,Drug,N/A,,,,166390,,,,,,,,,XM5JC5,,,,,,,,,,,,,,,,
166386AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Chumakov Center Kovivac COVID-19 vaccine,,,Drug,N/A,,,,166386,,,,,,,,,,,,,,,,,,,,,,,,,
166378AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Cansino Biologics Convidicea COVID-19 vaccine,Ad5-nCoV COVID-19 Vaccine,,Drug,N/A,,,,166378,,,,,,,,XM9QW8,,,,,,,,,,,,,,,,,
166156AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Astrazeneca,,,Drug,N/A,,,,166156,,,,,,,,,,,,,,2471010,,,,,,,,,,,
166154AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Moderna,,,Drug,N/A,,,,166154,,,,,,,,,,,,,,2470232,,,,,,,,,,,
166074AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,First,1st,Number 1 in an ordinal list,Misc,N/A,,,,166074,,,,,,,,,,,,,,,255216001,,,,,,,,,,
166389AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Bharat Biotech Covaxin,,,Drug,N/A,,,,166389,,,,,,,,,,,,,,,,,,,,,,,,,
166355AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,JNJ-78436735 vaccine,,,Drug,N/A,,,,166355,,,,,,,,,,,,,,,,,,,,,,,,,
166249AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Sinovac COVID-19 vaccine,CoronaVac COVID-19 vaccine,,Drug,N/A,,,,166249,,,,,,,,,,,,,,,,,,,,,,,,,
166157AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Gamaleya Sputnik V,,,Drug,N/A,,,,166157,,,,,,,,,,,,,,,,,,,,,,,,,
166155AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Pfizer-BioNtech,Pfizer-BioNTech,,Drug,N/A,,,,166155,,,,,,,,,,,,,,8468230,,,,,,,,,,,
166075AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Second,2nd,Number two in an ordinal list,Misc,N/A,,,,166075,,,,,,,,,,,,,,,81170007,,,,,,,,,,
165923AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,COVID-19 convalescent plasma,,,Drug,N/A,,,,165923,,,,,,,,,,,,,,,,,,,,,,,,,
9fad04c7-bdb7-4a8c-b559-672621033322,,COVID-19 Partially Vaccinated,,Partially vaccinated for COVID-19,Symptom/Finding,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5863fa7c-4545-49a1-9793-a0c4d37f847d,,Duration on ART,,How long has the client been on ART,Question,Numeric,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
166091AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Date of entry into cohort,,,Question,Date,,,,166091,,,,,,,,,,,,,,,,,,,,,,,,,
160643AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Allergen,,,Question,Coded,,,,160643,,,,,,,,,,,,,,,90260006,,,,,,,,,,
1438AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Weeks of current gestation,gestational age wks,Current gestation in number of weeks,Finding,Numeric,,,1279,1438,,,1279;1775,,,,,,,11884-4,,,,,,,,,,,,wks,,0,
e2de77ee-6970-416e-a027-68b29c1e79fd,,Final COVID-19 test result date,,This is the date the final COVID-19 test result PCR/Rapid was done,Question,Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157544AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Lower abdominal pain,,,Diagnosis,N/A,,,,157544,,,,,R10.3,,,,,,,,,,54586004,,,,,,,,,,
153872AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,female genital ulcer disease,,,Diagnosis,N/A,,,,153872,,,,,,,,,,,,,,,95595008,,,,,,,,,,
123861AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Ulcers of Male Genital Organs,,,Diagnosis,N/A,,,,123861,,,,,,,,,,,,,,,95589007,,,,,,,,,,
c795654c-bcd8-4074-9fc7-e5f762e58f36,,Urethral Discharge,,,Diagnosis,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c1ec84ed-f9df-4ea1-b58b-2381457c3848,,Sample rejected,,Cancelled order because sample was rejected,Question,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786a82a4-5b26-4d70-be0d-9931b6f47e96,,Old order,,Cancelling an old order that was not fulfilled,Question,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05ec039d-2bcb-47e5-8165-65411295fc32,,Cancellation Date,,Date order cancelled,Question,Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bc10dec2-6c39-494b-8db1-b18ce75a21ba,,No sample collected,,Order cancelled because  No sample collected,Question,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a9357eb8-cb73-495d-9648-8d44ec3d4af7,,No longer required,,Reason the order was cancelled is because it is longer required,Question,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c4384456-087d-47a7-b093-3474d96fbe38,,Improperly ordered,,Reason for cancelling an order was because it was Improperly ordered,Question,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c566ca6e-1dc1-40b2-a309-f4bde03df748,,Duplicate order,,Reason for cancelling an order was because if was duplicated,Question,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d14c5b19-fc21-4fb7-86f1-502d401fd887,,Lab test performed,,Was an ordered lab test performed,Question,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165568AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Specimen not labeled,,,Misc,N/A,,,,165568,,,,,,,,,,,,,,,,,,,,,,,,,
165246AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Wrong entry,,,Misc,N/A,,,,165246,,,,,,,,,,,,,,,,,,,,,,,,,
14628774-2647-436c-b8f3-d42c6dc305ce,,Cancellation Reason,,Order Cancellation Reason,Question,Coded,Duplicate order;Improperly ordered;No longer required;No sample collected;Old order;Sample rejected;Wrong entry,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165183AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Supplies not available,,,Misc,N/A,,,,165183,,,,,,,,,,,,,,,419182006,,,,,,,,,,
165181AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Inappropriate sample container used,,,Misc,N/A,,,,165181,,,,,,,,,,,,,,,,,,,,,,,,,
165179AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Equipment failure,,,Misc,N/A,,,,165179,,,,,,,,,,,,,,,397933008,,,,,,,,,,
165180AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Blood sample coagulated,,Blood specimen insufficient for analysis due to coagulation.,Misc,N/A,,,,165180,,,,,,,,,,,,,,,,,,,,,,,,,
165178AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Insufficient sample,,Insufficient volume or mass of sample/specimen to evaluate.,Misc,N/A,,,,165178,,,,,,,,,,,,,,,281268007,,,,,,,,,,
165170AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Cancelled,,The status of an activity that was not performed.,Misc,N/A,,,,165170,,,,,,,,,,,,,,,89925002,,,,,,,,,,
162866AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Pending,,,Misc,N/A,,,,162866,,,,,,,,,,,,,,,,,,,,,,,,,
160008AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Contaminated specimen,,General finding of a contaminated specimen.,Misc,N/A,,,,160008,,,,,,,,,,,,,,,123840003,,,,,,,,,,
165182AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Reason for no lab test performed,,,Question,Coded,Blood sample coagulated;Contaminated specimen;Equipment failure;Inappropriate sample container used;Insufficient sample;Other non-coded;Specimen not labeled;Supplies not available,,,165182,,,,,,,,,,,,,,,,,,,,,,,,,
159968AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,specimen ID,,,Misc,Numeric,,,,159968,,,,,,,,,,,,,,,,,,,,,,,,0,
1648AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Patient referred,referred?,Whether a patient was referred to the facility or not. Question on a form answered with a check box.,Question,Boolean,,,,1648,,,,,,,,,,,,,,,309018005,,,,,,,,,,
166660AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Administration of booster severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) vaccine,,,Procedure,N/A,,,,166660,,,,,,,,,,,,,,,,,,,,,,,,,
97bf47f9-0ba7-4d00-99bd-8939cd586072,,Vaccine dose,,Describes if the client is getting a first or second vaccine for COVID,Question,Coded,Administration of booster severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) vaccine;First;Other non-coded;Second,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2dbf01ab-77f6-4b35-aa2c-46dfc14b0af0,,Was a Lab Order made,,Boolean question if a lab test has been ordered,Question,Coded,TRUE;FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160753AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Date of event,,,Question,Date,,,,160753,,,,,,,,,,,,,,,439771001,,,,,,,,,,
1118AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Not done,,General descriptive answer.,Misc,N/A,,,1118;2475,1118,,,1118,,,,,,,,,,,,385660001,,,,,,,,,,
165092AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,HIV-1 recent infection algorithm result,,,Question,Coded,Long duration;Not done;Recent,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1267AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Completed,,Generic answer to a question.,Finding,N/A,,,,1267,,,1267,,,,,,,,,,,,255594003,,,,,,,,,,
6681366c-2174-489a-b951-13a1404935bf,,Status of Lab Order,,,Question,Coded,Completed;Not done;Pending;Cancelled,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161562AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Name of where patient was referred to,,The name of the facility or provider where the patient was referred TO.,Question,Text,,,,161562,,,,,,,,,,,,,,,,,,,,,,,,,
166379AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Sinopharm-Wuhan COVID-19 vaccine,,,Drug,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05112308-79ba-4e00-802e-a7576733b98e,,Type of recency test,,,Question,Coded,HIV viral load;HIV-1 recent infection algorithm result,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290f682e-40b1-4bbc-92d5-b68b8f2bfc82,,County name,,,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a56d42cf-fe47-4ae4-bf53-effcf0098f2c,,Sub-county name,,,Misc,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5832db34-152d-4ead-a591-c627683c7f05,,Referred for prevention services,,,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ca0b979e-d69a-43d3-bbea-9b24290b021e,,Referred for clinical services,,,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7ea48919-1cfd-46fd-9ea0-8255d596e463,,Referred for sexual and reproductive health services,,,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fbe382b6-6f01-49ff-a6c9-19c1cb50b916,,Referred for other support services,,,Misc,Boolean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166078AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Unnatural death,,Death caused by external process.,Misc,N/A,,,,166078,,,,,,,,,,,,,,,,,,,,,,,,,
160160AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,HIV resulting in other conditions,,,Diagnosis,N/A,,,7144,160160,,,,,,,,,,,,,,,,,,,,,,,,,
160159AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,HIV resulting in infectious or parasitic disease,,,Diagnosis,N/A,,,7143,160159,,,,,,,,,,,,,,,,,,,,,,,,,
159988AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,HIV disease resulting in malignant neoplasm,,,Diagnosis,N/A,,,,159988,,,,,,,,,,,,,,,,,,,,,,,,,
142917AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Death of unknown cause,,,Diagnosis,N/A,,,,142917,,,,,,,,,,,,,,,87309006,,,,,,,,,,
133481AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Natural Death,,,Diagnosis,N/A,,,,133481,,,,,,,,,,,,,,,38605008,,,,,,,,,,
133475AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Natural Death with Unknown Cause,,,Diagnosis,N/A,,,,133475,,,,,,,,,,,,,,,9855000,,,,,,,,,,
166453AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Abbott SD Bioline HIV/Syphilis Duo test kit,,,Medical supply,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166451AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Abbott Determine(R) test kit,Determine test kit,,Medical supply,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166454AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Human immunodeficiency virus testing kit type (text),,,Question,Text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166452AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,Premier First Response(R) test kit,First response test kit,HIV test kit,Medical supply,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73434a78-e4fc-42f7-a812-f30f3b3cabe3,,Tie Breaker HIV Test Kit Name,,,Question,Coded,Abbott Determine(R) test kit;Abbott SD Bioline HIV/Syphilis Duo test kit;HIV SD Bioline Kit;Human immunodeficiency virus testing kit type (text);Premier First Response(R) test kit,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b78d89e7-08aa-484f-befb-1e3e70cd6985,,Confirmatory HIV Test Kit Name,,,Question,Coded,Abbott Determine(R) test kit;Abbott SD Bioline HIV/Syphilis Duo test kit;HIV First Response Kit;HIV Stat Pack Kit;Human immunodeficiency virus testing kit type (text);Premier First Response(R) test kit,,,,,,,,,,,,,,,,,,,,,,,,,,,,
